alcaldia,colonia,codigo_postal,tipo_poblacion,ult_grado_estudios,estatus_estudios,categoria_profesion,profesion,estado_civil,dependientes_economicos,num_dependientes_economicos,tiempo_buscando_empleo,estatus
IZTAPALAPA,RENOVACION,9209,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,RENOVACION,9209,POB. PRIORITARIA AFECTADOS POR EL SISMO,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,RENOVACION,9209,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,RENOVACION,9209,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,RENOVACION,9209,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,RENOVACION,9209,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,RENOVACION,9209,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Otros,SECRETARIA EJECUTIVA,PERSONA CASADA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,Profesionistas,NO APLICA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,LIC MERCADOTECNIA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,ING ELECTRICO ELECTRONICO,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,RICARDO FLORES MAGON,9820,POB. PRIOR. PRE Y LIBERADOS,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
IZTAPALAPA,RINCONADA DEL MOLINO,9960,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,RINCONADA DEL MOLINO,9960,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,RINCONADA DEL MOLINO,9960,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,RINCONADA DEL MOLINO,9960,POB. PRIOR. INDIGENAS,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,RINCONADA DEL MOLINO,9960,POB. PRIOR. INDIGENAS,NINGUNO,NA,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
IZTAPALAPA,RINCONADA DEL MOLINO,9960,POB. PRIOR. INDIGENAS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,RINCONADA DEL MOLINO,9960,POB. PRIOR. INDIGENAS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,RINCONADA ESTRELLA,9889,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SABADELL BELLAVISTA,9860,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SABADELL BELLAVISTA,9860,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIORITARIA AFECTADOS POR EL SISMO,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIORITARIA AFECTADOS POR EL SISMO,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. INDIGENAS,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,DISEÃ‘ADORA DE MODAS INDUSTRIALES GRAFICOS Y DECORADORES DE INTERIORES,PERSONA SOLTERA,CON DEPENDIENTES,1,3 A 6 MESES,NO APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,LICENCIATURA,TRUNCO,Profesionistas,PSICOLOGIA,PERSONA CASADA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,SIN DATO,POB. VUL. INDIGENAS,NA,NA,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. INDIGENAS,NINGUNO,NA,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,POSGRADO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,PRIMARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. INDIGENAS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,8,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. INDIGENAS,PRIMARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. INDIGENAS,PRIMARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. PRE Y LIBERADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. VUL. INDIGENAS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. INDIGENAS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,SIN DATO,POB. PRIOR. VICTIMAS DE DELITO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,SIN DATO,POB. PRIOR. VICTIMAS DE DELITO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,SIN DATO,POB. PRIOR. VICTIMAS DE DELITO,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,SIN DATO,POB. PRIOR. VICTIMAS DE DELITO,TECNICA/COMERCIAL,CONCLUIDO,Técnico,TECNICO LABORATORISTA CLINICO,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POB. PRIOR. AGRICULTORES AFECTADOS,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,TRABAJO SOCIAL,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,DISEÃ‘ADOR GRAFICO,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TETEPILCO,9440,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANDRES TOMATLAN,9870,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TOMATLAN,9870,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANDRES TOMATLAN,9870,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN ANDRES TOMATLAN,9870,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TOMATLAN,9870,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TOMATLAN,9870,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,AUXILIARES Y TECNICOS EN INFORMATICA Y EN EQUIPOS DE COMUNICACIONES Y GRABACION,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN ANDRES TOMATLAN,9870,POBLACION GENERAL,POSGRADO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TOMATLAN,9870,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANDRES TOMATLAN,9870,POB. PRIOR. INDIGENAS,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,ADMINISTRADOR,PERSONA SOLTERA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POB. PRIOR. AGRICULTORES AFECTADOS,LICENCIATURA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,TRABAJADORES EN AGENCIAS DE VIAJES E INFORMATICA TURISTICA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,NO APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANTONIO,SIN DATO,POB. VUL. INDIGENAS,NA,NA,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POB. PRIOR. AGRICULTORES AFECTADOS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,PRIMARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANTONIO,9900,POB. PRIOR. AGRICULTORES AFECTADOS,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,Otros,ADMINISTRACION RH,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POB. PRIOR. HUESPEDES,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,DISEÃ‘ADOR GRAFICO,PERSONA CASADA,CON DEPENDIENTES,3,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POBLACION GENERAL,LICENCIATURA,TRUNCO,Otros,SUPERVISORES  DE TRABAJADORES QUE BRINDAN Y MANEJAN INFORMACION,PERSONA CASADA,SIN DEPENDIENTES,0,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POBLACION GENERAL,POSGRADO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,5,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN ANTONIO CULHUACAN,9800,POB. PRIOR. INDIGENAS,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN FRANCISCO INFONAVIT,9857,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,LICENCIATURA,TRUNCO,Comercio,COMERCIO INTERNACIONAL,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,LICENCIATURA,TRUNCO,Otros,ING ELECTRONICO,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,LIC ADMINISTRACION INDUSTRIAL,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,POSGRADO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
